phenotype1;phenotype2;cosOriginal;cosTuned;cosOriginalTrans;cosTunedTrans;lin;deltaOriginal;deltaTuned;deltaOriginalTrans;deltaTunedTrans
Temporomandibular joint ankylosis;Decreased sensitivity to hypoxemia;1.0565954484045506;0.8891963;0.4819754782879385;0.5353424859469795;0.9999574798349273;0.05663796856962322;-0.11076120317019345;-0.5179820015469888;-0.4646149938879478
Temporomandibular joint ankylosis;Decreased level of tissue plasminogen activator;0.9691423289477825;0.78479385;0.5098238612213476;0.5690423429365179;0.9999090677057578;-0.03076673875797531;-0.2151152139459922;-0.49008520648441023;-0.43086672476923993
Temporomandibular joint ankylosis;Submandibular lymph node enlargement;0.6895099878311157;0.79078543;0.6004931298452683;0.5670907009223505;0.9999574798349273;-0.3104474920038116;-0.2091720479730499;-0.3994643499896591;-0.43286677891257686
Temporomandibular joint ankylosis;Hepatic hemangioma;1.0305037777870893;0.82786757;0.4902888395596835;0.5550657021592065;0.9999556674707869;0.030548110316302446;-0.17208809993157181;-0.5096668279111034;-0.4448899653115804
Temporomandibular joint ankylosis;Triangular epiphysis of the distal phalanx of the 2nd finger;0.7904898375272751;0.77554435;0.567186933706703;0.5720603883044251;0.7973657807105512;-0.006875943183276112;-0.021821435331675465;-0.23017884700384816;-0.22530539240612613
Temporomandibular joint ankylosis;Acne inversa;0.7938812673091888;0.727349;0.5660833135218925;0.5879004382254471;0.9999515360511232;-0.20607026874193435;-0.2726025527633119;-0.43386822252923074;-0.41205109782567606
Temporomandibular joint ankylosis;Dentin dysplasia;0.6101109385490417;0.71132016;0.6274866481010285;0.5932163131119678;0.7938909578598223;-0.18378001931078058;-0.08257079604036432;-0.16640430975879383;-0.20067464474785457
Temporomandibular joint ankylosis;Aplasia of the inner ear;0.8422545790672302;0.6576803;0.5504225363382802;0.611212597448539;0.9999574798349273;-0.1577029007676971;-0.34227720677889706;-0.44953494349664713;-0.3887448823863884
Temporomandibular joint ankylosis;Polycystic liver disease;1.1342635452747345;0.85621893;0.4571331308470783;0.5459261147377887;0.9999536937290383;0.1343098515456962;-0.14373475966989524;-0.54282056288196;-0.45402757899124957
Temporomandibular joint ankylosis;Subungual hyperkeratosis;0.9038085043430328;0.92216665;0.5306661198729034;0.5248002070121809;0.9999524555142131;-0.09614395117118024;-0.07778580998732709;-0.4692863356413097;-0.4751522485020322
Temporomandibular joint ankylosis;Broad humeral epiphyses;0.8807734102010727;0.79054403;0.5380414944087062;0.5671692815892175;0.7973657807105512;0.0834076294905215;-0.006821747660014088;-0.259324286301845;-0.23019649912133366
Temporomandibular joint ankylosis;Autoimmune thrombocytopenia;0.9598847515881062;0.62061465;0.5127725073765013;0.6238645286390052;0.9999469426585951;-0.04006219107048892;-0.37933229479329966;-0.4871744352820938;-0.37608241401958986
Temporomandibular joint ankylosis;Adenomyosis;0.9318784102797508;0.77853954;0.5217005813667042;0.5710823842741057;0.9999574798349273;-0.06807906955517651;-0.22141794145144345;-0.47825689846822317;-0.4288750955608216
Temporomandibular joint ankylosis;Elevated leukocyte alkaline phosphatase;1.0059679839760065;0.82413197;0.49810032042297525;0.5562731968032066;0.9999574798349273;0.006010504141079176;-0.1758255141977203;-0.5018571594119521;-0.4436842830317207
Temporomandibular joint ankylosis;Clasp-knife sign;1.0184027906507254;1.0246934;0.4941418791162606;0.49213904892276583;0.8656029960338777;0.15279979461684767;0.1590903738315398;-0.3714611169176171;-0.37346394711111186
Temporomandibular joint ankylosis;Keratosis pilaris;0.9790515378117561;0.8959035;0.5066685904140789;0.5331950720505612;0.9999466809608285;-0.02089514314907237;-0.10404315322416469;-0.49327809054674965;-0.46675160891026735
Temporomandibular joint ankylosis;Lamina lucida cleavage;0.9836221262812614;0.87604016;0.5052134722094603;0.5395593988496205;0.9999515360511232;-0.016329409769861747;-0.12391137539514785;-0.49473806384166286;-0.46039213720150274
Temporomandibular joint ankylosis;Abnormal central response of multifocal electroretinogram;1.0088710766285658;0.87191266;0.4971762115703984;0.5408837884539386;0.9999090677057578;0.008962008922807962;-0.12799640949118873;-0.5027328561353595;-0.45902527925181924
Temporomandibular joint ankylosis;Atypical or prolonged hepatitis;1.02798025123775;0.7601792;0.49109244687619946;0.5770886773495689;0.9999574798349273;0.02802277140282272;-0.2397782582048309;-0.5088650329587279;-0.4228688024853584
Temporomandibular joint ankylosis;Cubitus varus;0.9243603944778442;0.8599575;0.5240998522019931;0.544723914492641;0.7973657807105512;0.12699461376729304;0.0625917354828387;-0.27326592850855813;-0.2526418662179102
Temporomandibular joint ankylosis;Nasal regurgitation;0.752298891544342;0.66013366;0.5796750956773962;0.6103818389021438;0.9999556674707869;-0.24765677592644486;-0.3398220076311568;-0.42028057179339073;-0.3895738285686431
Temporomandibular joint ankylosis;Moon facies;0.9627855718135834;0.91748863;0.5118484563224897;0.5262940695106586;0.899514961016858;0.06327061079672536;0.017973673569476212;-0.38766650469436836;-0.3732208915061994
Temporomandibular joint ankylosis;Intestinal pseudo-obstruction;0.9468888007104397;0.749925;0.5169137778947517;0.5804552739733508;0.9999504758588345;-0.05306167514839477;-0.2500254585019619;-0.4830366979640828;-0.4194952018854836
Temporomandibular joint ankylosis;Bilateral renal atrophy;0.996749646961689;0.689383;0.5010346213274477;0.6005356638251891;0.9999574798349273;-0.0032078328732383365;-0.31057450950182797;-0.49892285850747964;-0.39942181600973825
Temporomandibular joint ankylosis;Fractured left clavicle;0.9376826137304306;0.7981787;0.5198491014824116;0.5646860307408241;0.7356548868117849;0.20202772691864568;0.06252378597874242;-0.21580578532937333;-0.1709688560709608
Temporomandibular joint ankylosis;Positive urine norcotinine test;1.0260273031890392;0.9277318;0.4917143164226099;0.5230237494208134;0.9999090677057578;0.026118235483281405;-0.07217725570548317;-0.508194751283148;-0.4768853182849444
Temporomandibular joint ankylosis;Long fibula;0.7864364087581635;0.72092485;0.5685070555465401;0.5900278472258818;0.8968107519695712;-0.11037434321140771;-0.1758858976910067;-0.32830369642303103;-0.3067829047436894
Temporomandibular joint ankylosis;Fragmentation of the epiphysis of the distal phalanx of the hallux;0.7364016771316528;0.73764634;0.5849093418972893;0.5844987091342008;0.7973657807105512;-0.060964103578898365;-0.05971943938669866;-0.21245643881326193;-0.21286707157635043
Temporomandibular joint ankylosis;Type II cryptotia;1.1217985600233078;0.92221487;0.4611338112662169;0.5247848090050378;0.9999090677057578;0.12188949231754997;-0.07769420202124855;-0.5387752564395409;-0.47512425870072006
Temporomandibular joint ankylosis;Increased variability in muscle fiber diameter;0.9372908845543861;0.79636407;0.5199740371100057;0.5652758806795672;0.9153376606986002;0.02195322385578591;-0.11897359171361488;-0.39536362358859456;-0.350061780019033
Temporomandibular joint ankylosis;Widened proximal tibial metaphyses;0.8140435367822647;0.7189031;0.5595383410468819;0.59069822543633;0.9052477392617277;-0.09120420247946304;-0.18634461492929977;-0.3457093982148458;-0.31454951382539775
Temporomandibular joint ankylosis;Wide anterior fontanel;0.9161336496472359;0.81663;0.5267268819754006;0.5587006399534702;0.8018962303507605;0.11423741929647535;0.014733775485726297;-0.2751693483753599;-0.24319559039729033
Temporomandibular joint ankylosis;Increased circulating oleate level;1.012450609356165;0.81448793;0.4960367455526753;0.5593943704085309;0.9999090677057578;0.012541541650407106;-0.185421133593209;-0.5038723221530825;-0.4405146972972269
Temporomandibular joint ankylosis;Lozenge-shaped umbilicus;0.9893717635422945;0.85749936;0.5033831364320747;0.5455143062140082;0.9999556674707869;-0.0105839039284924;-0.1424563064325789;-0.49657253103871224;-0.4544413612567787
Temporomandibular joint ankylosis;Anti-myelin-associated glycoprotein antibody positivity;0.9167683571577072;0.7770224;0.5265241394417788;0.5715776719838945;0.9999090677057578;-0.08314071054805061;-0.22288664634574196;-0.47338492826397904;-0.4283313957218633
Temporomandibular joint ankylosis;Fractured radius;0.8313651531934738;0.70326877;0.5539358647256911;0.595896548846623;0.9052477392617277;-0.07388258606825393;-0.2019789728585295;-0.35131187453603663;-0.3093511904151047
Temporomandibular joint ankylosis;Abnormal manual kinetic perimetry test;0.9807337895035744;0.7797497;0.5061330047253555;0.5706874131251687;0.9999090677057578;-0.019175278202183454;-0.22015937621939918;-0.49377606298040233;-0.42922165458058914
Temporomandibular joint ankylosis;Small radial epiphyses;1.004550613462925;0.9010389;0.49855148974720886;0.5315519349268552;0.7973657807105512;0.20718483275237376;0.10367310440602595;-0.29881429096334233;-0.26581384578369605
Temporomandibular joint ankylosis;Generalized keratosis follicularis;0.93654865026474;0.8788627;0.520210769089215;0.5386541468295158;0.9999574798349273;-0.06340882957018734;-0.12109480083025814;-0.4797467107457123;-0.4613033330054115
Temporomandibular joint ankylosis;Hypoplasia of the calcaneus;0.8343187719583511;0.79422194;0.5529822814838243;0.5659724943928681;0.9012090531633711;-0.06689028120501994;-0.10698711550696849;-0.34822677167954674;-0.33523655877050296
Temporomandibular joint ankylosis;2-hydroxyadipic aciduria;1.0441919714212418;0.82265574;0.48592867601725453;0.5567506037088533;0.9999090677057578;0.044282903715483934;-0.1772533303057029;-0.5139803916885033;-0.4431584639969045
Temporomandibular joint ankylosis;Potter facies;1.0449723079800606;1.0386219;0.4856800399563429;0.4877032082412094;0.891127884050195;0.15384442392986553;0.14749401841562526;-0.40544784409385215;-0.40342467580898567
Temporomandibular joint ankylosis;Increased heart rate variability;0.9597600549459457;0.7619012;0.512812231625672;0.5765242062988881;0.9999574798349273;-0.04019742488898159;-0.23805628001726986;-0.4871452482092553;-0.4234332735360392
Temporomandibular joint ankylosis;Aplastic zygomatic arch;0.5469472408294678;0.66887915;0.6496650842049376;0.6074267808839826;0.7555979181251512;-0.20865067729568343;-0.08671876678085189;-0.10593283392021358;-0.1481711372411686
Temporomandibular joint ankylosis;Testicular torsion;0.9082106947898865;0.717233;0.5292586271361996;0.5912523190466221;0.9999574798349273;-0.09174678504504086;-0.2827244776491058;-0.4706988526987277;-0.4087051607883052
Temporomandibular joint ankylosis;Abolished vibration sense;0.9219603687524796;0.8460823;0.5248660696531638;0.5491890560011925;0.9999556674707869;-0.07799529871830735;-0.15387333772072587;-0.47508959781762305;-0.4507666114695944
Temporomandibular joint ankylosis;Fractured metatarsal bone of digit 5;0.7781969159841537;0.79980147;0.5711942160948871;0.5641587060439273;0.7973657807105512;-0.01916886472639745;0.0024356881386309315;-0.22617156461566412;-0.23320707466662394
Temporomandibular joint ankylosis;Prolonged G2 phase of cell cycle;1.0255411341786385;0.9117243;0.49186912029387453;0.5281356366392249;0.9999536937290383;0.025587440449600152;-0.08822936473428733;-0.5080845734351638;-0.4718180570898134
Temporomandibular joint ankylosis;Single naris;1.086921140551567;1.075836;0.47229718289998146;0.47583746916794023;0.8950412366415926;0.19187990390997445;0.18079470658045327;-0.42274405374161117;-0.4192037674736524
Temporomandibular joint ankylosis;Perifoveal ring of hyperautofluorescence surrounded by normal autofluorescence;1.0168637055903673;0.7967396;0.49463186133642456;0.5651538039645689;0.9999090677057578;0.01695463788460949;-0.2031694894586875;-0.5052772063693333;-0.4347552637411889
Temporomandibular joint ankylosis;Asymmetry of the thorax;0.8846004754304886;0.67256665;0.5368148307934771;0.6061836987957687;0.865385157817563;0.01921531761292561;-0.19281850551958934;-0.32857032702408584;-0.25920145902179426
Temporomandibular joint ankylosis;Type 2 muscle fiber predominance;0.9548703692853451;0.8994745;0.5143700883212109;0.5320523917629558;0.9297297346545392;0.025140634630805847;-0.030255233044736984;-0.41535964633332834;-0.3976773428915834
Temporomandibular joint ankylosis;Dependency on parenteral nutrition;1.0732958987355232;0.93823403;0.4766482501774961;0.5196732363111574;0.9999556674707869;0.07334023126473632;-0.061721636270377966;-0.5233074172932908;-0.48028243115962954
Temporomandibular joint ankylosis;Limited shoulder flexion;0.7906286865472794;0.66440505;0.5671417342271166;0.6089373373761451;0.8100986279188489;-0.019469941371569544;-0.14569358002532473;-0.24295689369173235;-0.20116129054270382
Temporomandibular joint ankylosis;Paroxysmal vertigo;0.8813063576817513;0.7259848;0.5378706387141068;0.5883518578581224;0.9999556674707869;-0.11864930978903565;-0.27397085568795;-0.4620850287566801;-0.4116038096126645
Temporomandibular joint ankylosis;Long hallux;0.7284759283065796;0.71224284;0.5875276563312384;0.5929096093738759;0.8862381141603949;-0.1577621858538153;-0.17399527243981383;-0.2987104578291565;-0.29332850478651895
Temporomandibular joint ankylosis;Broad medial eyebrow;0.8814500570297241;0.9000153;0.5378245725412094;0.5318793922669204;0.9036229035260553;-0.022172846496331222;-0.003607608974205978;-0.36579833098484593;-0.37174351125913496
Temporomandibular joint ankylosis;Myxoid subcutaneous tumors;0.9748665541410446;0.92637753;0.508001066807368;0.523455985500646;0.9999574798349273;-0.025090925693882715;-0.07357994496859432;-0.4919564130275593;-0.47650149433428135
Temporomandibular joint ankylosis;Bulbous tips of toes;0.9761628992855549;0.87250614;0.5075883035527609;0.5406933199259081;0.9012090531633711;0.07495384612218381;-0.02870291150077342;-0.3936207496106102;-0.360515733237463
Temporomandibular joint ankylosis;Absent internal genitalia;0.8824521452188492;0.84315455;0.5375033519053442;0.550132455768753;0.9999090677057578;-0.11745692248690864;-0.15675451810706398;-0.4624057158004137;-0.4497766119370048
Temporomandibular joint ankylosis;Hyperphalangy of the 2nd finger;0.808800458908081;0.7496536;0.561237757331701;0.5805445242799098;0.9052477392617277;-0.09644728035364669;-0.15559416145716232;-0.34400998193002674;-0.324703214981818
Temporomandibular joint ankylosis;Renal interstitial hemosiderin;1.0730516016483307;0.83461976;0.47672622138030385;0.5528851288513685;0.9999090677057578;0.07314253394257286;-0.16528930719245216;-0.523182846325454;-0.4470239388543893
Temporomandibular joint ankylosis;Abnormality of depressor anguli oris muscle;0.623104065656662;0.6597592;0.6230085651198016;0.610508578622197;0.7938909578598223;-0.17078689220316035;-0.1341317343986712;-0.1708823927400207;-0.18338237923762535
Temporomandibular joint ankylosis;Paroxysmal dyspnea;0.9364466667175293;0.7329472;0.5202432971121841;0.5860498222548177;0.9999090677057578;-0.06346240098822853;-0.2669618969713523;-0.47966577059357374;-0.4138592454509401
Temporomandibular joint ankylosis;Phenylpyruvic acidemia;1.1249617412686348;0.89325625;0.46011918669916496;0.5340424497027445;0.9999574798349273;0.12500426143370746;-0.10670123279131771;-0.5398382931357624;-0.46591503013218283
Temporomandibular joint ankylosis;Lateral ventricle dilatation;0.9858625307679176;0.7669789;0.5045002461399075;0.5748611161071235;0.9999445600944175;-0.014082029326499823;-0.23296564058834446;-0.49544431395450994;-0.4250834439872939
Temporomandibular joint ankylosis;Neonatal unconjugated hyperbilirubinemia;1.076039932668209;0.85869294;0.4757723516582014;0.5451304833133626;0.9999574798349273;0.07608245283328174;-0.14126453578509213;-0.5241851281767259;-0.4548269965215648
Temporomandibular joint ankylosis;High maternal circulating alpha-fetoprotein concentration;1.0161016397178173;0.8078738;0.49487446740112084;0.5615382984379715;0.9999090677057578;0.01619257201205948;-0.19203528220999977;-0.505034600304637;-0.4383707692677863
Temporomandibular joint ankylosis;Prominent nasolabial fold;0.5782469511032104;0.7566722;0.6385850797695891;0.5782390782820914;0.8892738924086724;-0.31102694130546193;-0.13260168886787038;-0.25068881263908327;-0.31103481412658096
Temporomandibular joint ankylosis;Abnormality of inferior alveolar nerve;0.4265941381454468;0.6160153;0.6943781666495037;0.6254484698157032;0.9999090677057578;-0.573314929560311;-0.38389375264991066;-0.30553090105625413;-0.3744605978900546
Temporomandibular joint ankylosis;Unilateral conductive hearing impairment;0.9266158416867256;0.8156108;0.5233799195799886;0.5590306777882885;0.9999574798349273;-0.07334163814820172;-0.18434665381945492;-0.4765775602549387;-0.4409268020466388
Temporomandibular joint ankylosis;Macular hypopigmented whorls, streaks, and patches;0.9806340634822845;0.86637646;0.5061647544274843;0.542661301637575;0.9999574798349273;-0.019323416352642786;-0.13358102023638607;-0.493792725407443;-0.45729617819735235
Temporomandibular joint ankylosis;Delayed ossification of pubic rami;0.6415325403213501;0.62022537;0.6167005959419773;0.6239984634837819;0.9012090531633711;-0.259676512842021;-0.28098368323310374;-0.28450845722139373;-0.2772105896795892
Temporomandibular joint ankylosis;Hyperphenylalaninemia;1.1087555885314941;0.8132969;0.4653134128998111;0.5597802298259094;0.9999530203863651;0.10880256814512901;-0.18665610628571816;-0.534639607486554;-0.4401727905604558
Temporomandibular joint ankylosis;Ureteropelvic junction obstruction;0.9794962592422962;0.7112678;0.5065270007702825;0.5932337021620087;0.9999491674684583;-0.02045290822616208;-0.2886813385271131;-0.49342216669817585;-0.40671546530644964
Temporomandibular joint ankylosis;Cone-shaped epiphysis of the proximal phalanx of the 2nd toe;0.8503085821866989;0.8308203;0.5478280233276274;0.5541118131645068;0.7973657807105512;0.052942801476147716;0.03345454132619197;-0.24953775738292383;-0.24325396754604445
Temporomandibular joint ankylosis;Difficulty walking;1.0144938183948398;0.8699566;0.4953863127732818;0.5415116591901044;0.9132464539952869;0.10124736439955284;-0.043289841408311824;-0.4178601412220051;-0.37173479480518257
Temporomandibular joint ankylosis;Bilobate gallbladder;1.0369015783071518;0.830529;0.488251195336481;0.5542059107041848;0.9999556674707869;0.03694591083636489;-0.16942669293770585;-0.5117044721343059;-0.4457497567666021
Temporomandibular joint ankylosis;Histidinuria;1.0352575108408928;0.83565825;0.488774859270234;0.5525499855666268;0.9999545338528789;0.03530297698801388;-0.16429628161365162;-0.5111796745826449;-0.4474045482862521
Temporomandibular joint ankylosis;Widened interpedicular distance;0.7758816480636597;0.67766416;0.5719502195125103;0.6044680406282721;0.7356548868117849;0.04022676125187474;-0.057990726083330335;-0.16370466729927458;-0.13118684618351284
Dyslexia;Stippling of the epiphysis of the proximal phalanx of the 4th toe;1.0068656615912914;0.88740504;0.49781457487089364;0.5359162551471452;0.9998944404568447;0.0069712211344467034;-0.11248940257690088;-0.5020798655859511;-0.4639781853096995
Dyslexia;Ankle joint effusion;1.1624735742807388;0.9588909;0.4480527745371098;0.5130891083268614;0.9998944404568447;0.1625791338238941;-0.04100352553985254;-0.5518416659197349;-0.48680533212998334
Dyslexia;Reduced C-peptide level;0.9279669523239136;0.83370185;0.522948706349821;0.5531814262947382;0.9999501780647019;-0.0719832257407883;-0.16624832908093723;-0.47700147171488083;-0.44676875176996367
Dyslexia;Loss of voice;0.7449028491973877;0.7803703;0.5821074548143728;0.5704849151283995;0.9999501780647019;-0.2550473288673142;-0.21957988301694187;-0.4178427232503291;-0.4294652629363024
Dyslexia;Elevated circulating growth hormone concentration;0.9827837198972702;0.888909;0.5054803829139382;0.5354345050625688;0.9179484122564726;0.06483530764079759;-0.02903942997955611;-0.41246802934253446;-0.38251390719390377
Dyslexia;Visual acuity no light perception;0.7687430381774902;0.7267405;0.5742838090869455;0.5881017764835312;0.9998944404568447;-0.2311514022793545;-0.2731539609875454;-0.4256106313698992;-0.4117926639733135
Dyslexia;Spinal hypomyelination;0.6178161799907684;0.5322359;0.6248278847544764;0.6549403095459784;0.8344817810370084;-0.21666560104624;-0.3022458606077787;-0.20965389628253206;-0.17954147149103006
Dyslexia;Bladder polyp;0.9385042451322079;0.87182724;0.519587065478485;0.5409111880161255;0.9999545338528789;-0.06145028872067104;-0.12812728909427296;-0.4803674683743939;-0.45904334583675344
Dyslexia;Aberrant melanosome maturation;0.7628630697727203;0.6819837;0.5762090058209959;0.6030166716250573;0.9999545338528789;-0.23709146408015858;-0.31797082451755176;-0.42374552803188303;-0.39693786222782157
Dyslexia;Vertebral artery tortuosity;0.8560138642787933;0.70366;0.5459920720441609;0.5957661464647319;0.9999545338528789;-0.14394066957408558;-0.296294522561375;-0.453962461808718;-0.404188387388147
Dyslexia;Warm reactive autoantibody positivity;1.1026362925767899;1.0476246;0.46727222074696206;0.4848349030726936;0.9998944404568447;0.10274185211994513;0.04773014755585059;-0.5326222197098827;-0.5150595373841511
Dyslexia;Right aortic arch with retroesophageal left subclavian artery;0.9096980541944504;0.86717623;0.5287832113544885;0.5424044308116024;0.9998944404568447;-0.09019638626239435;-0.13271820573470727;-0.47111122910235625;-0.45749000964524233
Dyslexia;Elevated urine suberic acid level;0.9568469785153866;0.88132966;0.5137403001022496;0.5378631771199334;0.9999545338528789;-0.04310755533749233;-0.11862487820560108;-0.48621423375062933;-0.46209135673294555
Dyslexia;Burkitt lymphoma;0.9120892584323883;0.84463537;0.5280190273848206;0.5496552368073081;0.9999511492611326;-0.0878618908287443;-0.15531578186763895;-0.47193212187631195;-0.4502959124538245
Dyslexia;Snail-like ilia;0.9577319547533989;0.8676174;0.5134583461212361;0.5422627385339268;0.9999545338528789;-0.04222257909948002;-0.13233710555011402;-0.4864961877316428;-0.4576917953189521
Dyslexia;Indurated nodule;0.9816856943070889;0.8840465;0.5058299504992583;0.5369923600205802;0.9998944404568447;-0.018208746149755872;-0.11584794549605981;-0.49406448995758645;-0.4629020804362646
Dyslexia;Absent leukocyte alkaline phosphatase;0.9964686557650566;0.88997906;0.5011240641177622;0.5350917959510362;0.9999545338528789;-0.003485878087822303;-0.10997546938830982;-0.4988304697351167;-0.46486273790184274
Dyslexia;Hippocampal sclerosis;0.7205682396888733;0.7003658;0.5901460740283007;0.5968646474629681;0.8344817810370084;-0.11391354134813514;-0.1341159992529508;-0.24433570700870777;-0.23761713357404035
Dyslexia;Decreased sensitivity to hypoxemia;0.8260104060173035;0.6998435;0.5556659116248766;0.5970388975601929;0.9999545338528789;-0.17394412783557545;-0.30011100796634327;-0.44428862222800236;-0.402915636292686
Dyslexia;Decreased level of tissue plasminogen activator;0.968752596527338;0.89118487;0.5099479767587903;0.5347056468751042;0.9998944404568447;-0.031141843929506696;-0.10870957402846948;-0.4899464636980544;-0.4651887935817405
Dyslexia;Submandibular lymph node enlargement;0.9330447763204575;0.89184254;0.5213284658429369;0.5344950658271573;0.9999545338528789;-0.06690975753242145;-0.10811198977405201;-0.478626068009942;-0.4654594680257216
Dyslexia;Hepatic hemangioma;0.9714313950389624;0.87263834;0.5090949068375134;0.540650882932496;0.9999524555142131;-0.028521060475250715;-0.1273141107495036;-0.49085754867669973;-0.4593015725817171
Dyslexia;Triangular epiphysis of the distal phalanx of the 2nd finger;0.852657675743103;0.69557554;0.5470718979112623;0.598464120466788;0.9998944404568447;-0.1472367647137417;-0.3043189051594509;-0.4528225425455824;-0.40143031999005674
Dyslexia;Acne inversa;0.958015151321888;0.8631501;0.5133681217601305;0.5436977999586292;0.9999476714516888;-0.041932520129800865;-0.1367975516701947;-0.48657954969155837;-0.4562498714930596
Dyslexia;Dentin dysplasia;0.7961151301860809;0.6171748;0.5653568232143837;0.6250488441751819;0.9998944404568447;-0.2037793102707638;-0.3827196362461819;-0.434537617242461;-0.3748455962816628
Dyslexia;Aplasia of the inner ear;0.7560253739356995;0.73009896;0.5784513634567101;0.5869909794591641;0.9999545338528789;-0.24392915991717945;-0.26985557106906544;-0.4215031703961688;-0.4129635543937148
Dyslexia;Polycystic liver disease;0.9427905008196831;0.76204884;0.5182202973548435;0.5764758103708216;0.9999501780647019;-0.0571596772450188;-0.23790133754193576;-0.48172988070985834;-0.42347436769388025
Dyslexia;Subungual hyperkeratosis;0.930047832429409;0.9165362;0.5222846660395025;0.5265982820418303;0.9999487417813083;-0.0699009093518993;-0.08341252981384006;-0.4776640757418058;-0.473350459739478
Dyslexia;Broad humeral epiphyses;1.0134860184043646;0.88589203;0.4957071368841659;0.5364009715843807;0.9998944404568447;0.013591577947519862;-0.11400240687987939;-0.5041873035726788;-0.463493468872464
