phenotypeId	numberPapers	phenotypeName
HP:0000740	75	Episodic paroxysmal anxiety
HP:0000741	239	Apathy
HP:0000743	239	Frontal release signs
HP:0000744	99	Low frustration tolerance
HP:0000751	239	Personality changes
HP:0000756	239	Agoraphobia
HP:0000757	239	Lack of insight
HP:0000771	239	Gynecomastia
HP:0000774	239	Narrow chest
HP:0000778	239	Hypoplasia of the thymus
HP:0000786	239	Primary amenorrhea
HP:0000793	239	Membranoproliferative glomerulonephritis
HP:0000794	239	IgA deposition in the glomerulus
HP:0000799	239	Renal steatosis
HP:0000800	239	Cystic renal dysplasia
HP:0000802	239	Impotence
HP:0000804	239	Xanthine nephrolithiasis
HP:0000807	82	Glandular hypospadias
HP:0000808	239	Penoscrotal hypospadias
HP:0000813	239	Bicornuate uterus
HP:0000815	239	Hypergonadotropic hypogonadism
HP:0000817	239	Poor eye contact
HP:0000825	239	Hyperinsulinemic hypoglycemia
HP:0000832	239	Primary hypothyroidism
HP:0000839	239	Pituitary dwarfism
HP:0000840	239	Adrenogenital syndrome
HP:0000841	188	Hyperactive renin-angiotensin system
HP:0000845	239	Elevated circulating growth hormone concentration
HP:0000848	239	Increased circulating renin level
HP:0000851	239	Congenital hypothyroidism
HP:0000852	239	Pseudohypoparathyroidism
HP:0000860	239	Parathyroid hypoplasia
HP:0000863	239	Central diabetes insipidus
HP:0000867	239	Secondary hyperparathyroidism
HP:0000869	239	Secondary amenorrhea
HP:0000870	239	Increased circulating prolactin concentration
HP:0000872	239	Hashimoto thyroiditis
HP:0000875	239	Episodic hypertension
HP:0000876	239	Oligomenorrhea
HP:0000877	239	Insulin-resistant diabetes mellitus at puberty
HP:0000878	44	11 pairs of ribs
HP:0000883	147	Thin ribs
HP:0000884	57	Prominent sternum
HP:0000886	239	Deformed rib cage
HP:0000888	93	Horizontal ribs
HP:0000890	239	Long clavicles
HP:0000891	239	Cervical ribs
HP:0000892	78	Bifid ribs
HP:0000896	51	Rib exostoses
HP:0000900	77	Thickened ribs
HP:0000910	141	Wide-cupped costochondral junctions
HP:0000912	124	Sprengel anomaly
HP:0000913	239	Posterior rib fusion
HP:0000914	239	Shield chest
HP:0000916	44	Broad clavicles
HP:0000938	239	Osteopenia
HP:0000941	239	Short diaphyses
HP:0000943	239	Dysostosis multiplex
HP:0000956	239	Acanthosis nigricans
HP:0000958	239	Dry skin
HP:0000960	97	Sacral dimple
HP:0000963	239	Thin skin
HP:0000965	239	Cutis marmorata
HP:0000967	239	Petechiae
HP:0000970	239	Anhidrosis
HP:0000976	239	Eczematoid dermatitis
HP:0000978	118	Bruising susceptibility
HP:0000982	239	Palmoplantar keratoderma
HP:0000997	158	Axillary freckling
HP:0000999	239	Pyoderma
HP:0001003	239	Multiple lentigines
HP:0001008	169	Accumulation of melanosomes in melanocytes
HP:0001013	120	Eruptive xanthomas
HP:0001017	49	Anemic pallor
HP:0001022	239	Albinism
HP:0001026	91	Penetrating foot ulcers
HP:0001029	239	Poikiloderma
HP:0001033	79	Facial flushing after alcohol intake
HP:0001038	78	Warfarin-induced skin necrosis
HP:0001039	239	Atheroeruptive xanthoma
HP:0001040	78	Multiple pterygia
HP:0001041	239	Facial erythema
HP:0001046	178	Intermittent jaundice
HP:0001050	239	Plethora
HP:0001054	239	Numerous nevi
HP:0001055	239	Erysipelas
HP:0001056	239	Milia
HP:0001058	239	Poor wound healing
HP:0001062	239	Atypical nevus
HP:0001063	207	Acrocyanosis
HP:0001065	239	Striae distensae
HP:0001069	83	Episodic hyperhidrosis
HP:0001071	239	Angiokeratoma corporis diffusum
HP:0001082	239	Cholecystitis
HP:0001084	130	Corneal arcus
HP:0001085	239	Papilledema
HP:0001092	62	Absent lacrimal punctum
HP:0001093	239	Optic nerve dysplasia
HP:0001094	239	Iridocyclitis
HP:0001095	239	Hypertensive retinopathy
HP:0001097	239	Keratoconjunctivitis sicca
HP:0001099	239	Fundus atrophy
HP:0001101	239	Iritis
HP:0001104	239	Macular hypoplasia
HP:0001106	133	Periorbital hyperpigmentation
HP:0001107	239	Ocular albinism
HP:0001112	239	Leber optic atrophy
HP:0001114	239	Xanthelasma
HP:0001115	176	Posterior polar cataract
HP:0001117	239	Sudden loss of visual acuity
HP:0001118	239	Juvenile cataract
HP:0001119	239	Keratoglobus
HP:0001126	105	Cryptophthalmos
HP:0001128	239	Trichiasis
HP:0001129	121	Large central visual field defect
HP:0001135	239	Chorioretinal dystrophy
HP:0001136	159	Retinal arteriolar tortuosity
HP:0001137	217	Alternating esotropia
HP:0001140	104	Limbal dermoid
HP:0001141	239	Severely reduced visual acuity
HP:0001149	239	Lattice corneal dystrophy
HP:0001166	239	Arachnodactyly
HP:0001169	239	Broad palm
HP:0001171	239	Split hand
HP:0001176	239	Large hands
HP:0001177	174	Preaxial hand polydactyly
HP:0001178	77	Ulnar claw
HP:0001181	239	Adducted thumb
HP:0001182	188	Tapered finger
HP:0001188	239	Hand clenching
HP:0001195	239	Single umbilical artery
HP:0001196	239	Short umbilical cord
HP:0001225	239	Wrist swelling
HP:0001256	239	Intellectual disability, mild
HP:0001262	239	Excessive daytime somnolence
HP:0001264	239	Spastic diplegia
HP:0001271	239	Polyneuropathy
HP:0001281	239	Tetany
HP:0001283	239	Bulbar palsy
HP:0001285	239	Spastic tetraparesis
HP:0001304	239	Torsion dystonia
HP:0001305	239	Dandy-Walker malformation
HP:0001308	239	Tongue fasciculations
HP:0001312	95	Giant somatosensory evoked potentials
HP:0001325	239	Hypoglycemic coma
HP:0001334	239	Communicating hydrocephalus
HP:0001338	239	Partial agenesis of the corpus callosum
HP:0001341	239	Olfactory lobe agenesis
HP:0001343	239	Kernicterus
HP:0001344	239	Absent speech
HP:0001348	236	Brisk reflexes
HP:0001362	239	Calvarial skull defect
HP:0001385	239	Hip dysplasia
HP:0001386	239	Joint swelling
HP:0001401	239	Intrahepatic biliary dysgenesis
HP:0001402	239	Hepatocellular carcinoma
HP:0001403	239	Macrovesicular hepatic steatosis
HP:0001404	239	Hepatocellular necrosis
HP:0001405	239	Periportal fibrosis
HP:0001408	239	Bile duct proliferation
HP:0001413	122	Micronodular cirrhosis
HP:0001414	239	Microvesicular hepatic steatosis
HP:0001433	239	Hepatosplenomegaly
HP:0001489	239	Posterior vitreous detachment
HP:0001491	189	Congenital fibrosis of extraocular muscles
HP:0001501	239	6 metacarpals
HP:0001518	239	Small for gestational age
HP:0001520	239	Large for gestational age
HP:0001525	239	Severe failure to thrive
HP:0001530	239	Mild postnatal growth retardation
HP:0001531	239	Failure to thrive in infancy
HP:0001533	144	Slender build
HP:0001537	239	Umbilical hernia
HP:0001538	78	Protuberant abdomen
HP:0001539	239	Omphalocele
HP:0001540	224	Diastasis recti
HP:0001543	239	Gastroschisis
HP:0001548	239	Overgrowth
HP:0001555	175	Asymmetry of the thorax
HP:0001561	239	Polyhydramnios
HP:0001562	239	Oligohydramnios
HP:0001563	75	Fetal polyuria
HP:0001579	239	Primary hypercortisolism
HP:0001583	239	Rotary nystagmus
HP:0001586	239	Vesicovaginal fistula
HP:0001591	45	Bell-shaped thorax
HP:0001592	239	Selective tooth agenesis
HP:0001601	239	Laryngomalacia
HP:0001607	239	Subglottic stenosis
HP:0001611	239	Nasal speech
HP:0001612	110	Weak cry
HP:0001620	239	High pitched voice
HP:0001621	239	Weak voice
HP:0001640	239	Cardiomegaly
HP:0001644	239	Dilated cardiomyopathy
HP:0001645	239	Sudden cardiac death
HP:0001648	239	Cor pulmonale
HP:0001650	239	Aortic valve stenosis
HP:0001653	239	Mitral regurgitation
HP:0001655	239	Patent foramen ovale
HP:0001658	239	Myocardial infarction
HP:0001659	239	Aortic regurgitation
HP:0001663	239	Ventricular fibrillation
HP:0001664	239	Torsade de pointes
HP:0001667	239	Right ventricular hypertrophy
HP:0001670	239	Asymmetric septal hypertrophy
HP:0001674	239	Complete atrioventricular canal defect
HP:0001681	239	Angina pectoris
HP:0001684	239	Secundum atrial septal defect
HP:0001686	239	Loss of voice
HP:0001688	239	Sinus bradycardia
HP:0001694	239	Right-to-left shunt
HP:0001696	239	Situs inversus totalis
HP:0001700	239	Myocardial necrosis
HP:0001704	239	Tricuspid valve prolapse
HP:0001705	239	Right ventricular outlet tract obstruction
HP:0001706	239	Endocardial fibroelastosis
HP:0001708	239	Right ventricular failure
HP:0001716	239	Wolff-Parkinson-White syndrome
HP:0001717	239	Coronary artery calcification
HP:0001722	239	High-output congestive heart failure
HP:0001723	239	Restrictive cardiomyopathy
HP:0001727	239	Thromboembolic stroke
HP:0001734	239	Annular pancreas
HP:0001735	239	Acute pancreatitis
HP:0001737	239	Pancreatic cysts
HP:0001738	239	Exocrine pancreatic insufficiency
HP:0001741	239	Phimosis
HP:0001742	239	Nasal congestion
HP:0001746	239	Asplenia
HP:0001747	239	Accessory spleen
HP:0001748	239	Polysplenia
HP:0001757	239	High-frequency sensorineural hearing impairment
HP:0001765	239	Hammertoe
HP:0001769	239	Broad foot
HP:0001771	185	Achilles tendon contracture
HP:0001772	239	Talipes equinovalgus
HP:0001773	239	Short foot
HP:0001775	239	Tarsal osteovalgus
HP:0001785	239	Ankle swelling
HP:0001786	239	Narrow foot
HP:0001790	239	Nonimmune hydrops fetalis
HP:0001791	239	Fetal ascites
HP:0001799	239	Short nail
HP:0001803	39	Nail pits
HP:0001807	223	Ridged nail
HP:0001808	42	Fragile nails
HP:0001809	239	Split nail
HP:0001810	239	Dystrophic toenail
HP:0001818	239	Paronychia
HP:0001820	131	Leukonychia
HP:0001821	239	Broad nail
HP:0001822	239	Hallux valgus
HP:0001833	239	Long foot
HP:0001838	239	Rocker bottom foot
HP:0001839	239	Split foot
HP:0001840	239	Metatarsus adductus
HP:0001845	239	Overlapping toe
HP:0001847	239	Long hallux
HP:0001882	239	Leukopenia
HP:0001886	239	Foot osteomyelitis
HP:0001890	239	Autoimmune hemolytic anemia
HP:0001894	239	Thrombocytosis
HP:0001895	239	Normochromic anemia
HP:0001896	189	Reticulocytopenia
HP:0001897	239	Normocytic anemia
HP:0001898	239	Increased red blood cell mass
HP:0001899	239	Increased hematocrit
HP:0001900	239	Increased hemoglobin
HP:0001902	239	Giant platelets
HP:0001915	239	Aplastic anemia
HP:0001919	239	Acute kidney injury
HP:0001920	239	Renal artery stenosis
HP:0001922	239	Vacuolated lymphocytes
HP:0001923	239	Reticulocytosis
HP:0001927	239	Acanthocytosis
HP:0001929	239	Reduced factor XI activity
HP:0001930	239	Nonspherocytic hemolytic anemia
HP:0001934	239	Persistent bleeding after trauma
HP:0001937	239	Microangiopathic hemolytic anemia
HP:0001950	239	Respiratory alkalosis
HP:0001953	239	Diabetic ketoacidosis
HP:0001955	239	Unexplained fevers
HP:0001958	96	Nonketotic hypoglycemia
HP:0001959	239	Polydipsia
HP:0001962	239	Palpitations
HP:0001963	239	Abnormal speech discrimination
HP:0001967	114	Diffuse mesangial sclerosis
HP:0001971	239	Hypersplenism
HP:0001973	239	Autoimmune thrombocytopenia
HP:0001975	239	Decreased platelet glycoprotein IIb-IIIa
HP:0001976	239	Reduced antithrombin III activity
HP:0001978	239	Extramedullary hematopoiesis
HP:0001980	232	Megaloblastic bone marrow
HP:0001981	67	Schistocytosis
HP:0001985	218	Hypoketotic hypoglycemia
HP:0001989	45	Fetal akinesia sequence
HP:0001994	239	Renal Fanconi syndrome
HP:0001996	239	Chronic metabolic acidosis
HP:0001998	239	Neonatal hypoglycemia
HP:0002000	167	Short columella
HP:0002003	239	Large forehead
HP:0002007	239	Frontal bossing
HP:0002009	169	Potter facies
HP:0002010	239	Narrow maxilla
HP:0002020	239	Gastroesophageal reflux
HP:0002021	239	Pyloric stenosis
HP:0002023	239	Anal atresia
HP:0002025	239	Anal stenosis
HP:0002028	239	Chronic diarrhea
HP:0002033	78	Poor suck
HP:0002036	239	Hiatus hernia
HP:0002038	239	Protein avoidance
HP:0002039	239	Anorexia
HP:0002040	239	Esophageal varix
HP:0002041	239	Intractable diarrhea
HP:0002043	239	Esophageal stricture
HP:0002044	239	Zollinger-Ellison syndrome
HP:0002046	239	Heat intolerance
HP:0002047	239	Malignant hyperthermia
HP:0002048	239	Renal cortical atrophy
HP:0002058	87	Myopathic facies
HP:0002067	239	Bradykinesia
HP:0002068	239	Neuromuscular dysphagia
HP:0002070	239	Limb ataxia
HP:0002073	239	Progressive cerebellar ataxia
HP:0002077	239	Migraine with aura
HP:0002080	239	Intention tremor
HP:0002083	239	Migraine without aura
HP:0002085	239	Occipital encephalocele
HP:0002089	239	Pulmonary hypoplasia
HP:0002091	239	Restrictive ventilatory defect
HP:0002100	239	Recurrent aspiration pneumonia
HP:0002102	239	Pleuritis
HP:0002105	239	Hemoptysis
HP:0002110	239	Bronchiectasis
HP:0002127	239	Abnormal upper motor neuron morphology
HP:0002131	239	Episodic ataxia
HP:0002132	143	Porencephalic cyst
HP:0002135	239	Basal ganglia calcification
HP:0002138	239	Subarachnoid hemorrhage
HP:0002139	239	Arrhinencephaly
HP:0002141	239	Gait imbalance
HP:0002144	239	Tethered cord
HP:0002149	239	Hyperuricemia
HP:0002150	239	Hypercalciuria
HP:0002152	169	Hyperproteinemia
HP:0002153	239	Hyperkalemia
HP:0002156	239	Homocystinuria
HP:0002159	68	Heparan sulfate excretion in urine
HP:0002160	94	Hyperhomocystinemia
HP:0002162	73	Low posterior hairline
HP:0002168	239	Scanning speech
HP:0002173	239	Hypoglycemic seizures
HP:0002181	239	Cerebral edema
HP:0002183	239	Phonophobia
HP:0002185	239	Neurofibrillary tangles
HP:0002187	239	Intellectual disability, profound
HP:0002188	239	Delayed CNS myelination
HP:0002190	239	Choroid plexus cyst
HP:0002193	54	Pseudobulbar behavioral symptoms
HP:0002195	239	Dysgenesis of the cerebellar vermis
HP:0002199	153	Hypocalcemic seizures
HP:0002203	239	Respiratory paralysis
HP:0002207	239	Diffuse reticular or finely nodular infiltrations
HP:0002208	239	Coarse hair
HP:0002211	57	White forelock
HP:0002212	239	Curly hair
HP:0002213	239	Fine hair
HP:0002223	83	Absent eyebrow
HP:0002226	121	White eyebrow
HP:0002227	54	White eyelashes
HP:0002230	239	Generalized hirsutism
HP:0002231	117	Sparse body hair
HP:0002234	239	Early balding
HP:0002243	239	Protein-losing enteropathy
HP:0002245	239	Meckel diverticulum
HP:0002247	239	Duodenal atresia
HP:0002248	239	Hematemesis
HP:0002249	239	Melena
HP:0002253	239	Colonic diverticula
HP:0002254	239	Intermittent diarrhea
HP:0002267	239	Exaggerated startle response
HP:0002268	239	Paroxysmal dystonia
HP:0002280	135	Enlarged cisterna magna
HP:0002283	239	Global brain atrophy
HP:0002286	239	Fair hair
HP:0002287	239	Progressive alopecia
HP:0002289	239	Alopecia universalis
HP:0002290	117	Poliosis
HP:0002292	239	Frontal balding
HP:0002296	239	Progressive hypotrichosis
HP:0002297	239	Red hair
HP:0002300	239	Mutism
HP:0002307	239	Drooling
HP:0002310	239	Orofacial dyskinesia
HP:0002312	239	Clumsiness
HP:0002314	219	Degeneration of the lateral corticospinal tracts
HP:0002326	239	Transient ischemic attack
HP:0002330	52	Paroxysmal drowsiness
HP:0002331	127	Recurrent paroxysmal headache
HP:0002333	239	Motor deterioration
HP:0002335	239	Agenesis of cerebellar vermis
HP:0002339	239	Abnormal caudate nucleus morphology
HP:0002340	239	Caudate atrophy
HP:0002341	239	Cervical cord compression
HP:0002342	239	Intellectual disability, moderate
HP:0002355	239	Difficulty walking
HP:0002356	239	Writer's cramp
HP:0002359	239	Frequent falls
HP:0002361	239	Psychomotor deterioration
HP:0002365	239	Hypoplasia of the brainstem
HP:0002366	239	Abnormal lower motor neuron morphology
HP:0002367	239	Visual hallucinations
HP:0002371	239	Loss of speech
HP:0002378	239	Hand tremor
HP:0002389	239	Cavum septum pellucidum
HP:0002390	239	Spinal arteriovenous malformation
HP:0002392	76	EEG with polyspike wave complexes
HP:0002396	239	Cogwheel rigidity
HP:0002398	239	Degeneration of anterior horn cells
HP:0002401	239	Stroke-like episode
HP:0002403	56	Positive Romberg sign
HP:0002408	239	Cerebral arteriovenous malformation
HP:0002410	239	Aqueductal stenosis
HP:0002416	111	Subependymal cysts
HP:0002419	171	Molar tooth sign on MRI
HP:0002421	239	Poor head control
HP:0002423	162	Long-tract signs
HP:0002425	147	Anarthria
HP:0002427	239	Expressive aphasia
HP:0002442	239	Dyscalculia
HP:0002444	239	Hypothalamic hamartoma
HP:0002448	239	Progressive encephalopathy
HP:0002464	239	Spastic dysarthria
HP:0002465	239	Poor speech
HP:0002470	132	Nonprogressive cerebellar ataxia
HP:0002478	239	Progressive spastic quadriplegia
HP:0002483	239	Bulbar signs
HP:0002487	239	Hyperkinetic movements
HP:0002490	239	Increased CSF lactate
HP:0002491	43	Spasticity of facial muscles
HP:0002494	239	Abnormal rapid eye movement sleep
HP:0002497	239	Spastic ataxia
HP:0002504	116	Calcification of the small brain vessels
HP:0002507	239	Semilobar holoprosencephaly
HP:0002508	239	Brainstem dysplasia
HP:0002510	239	Spastic tetraplegia
HP:0002511	239	Alzheimer disease
HP:0002512	239	Brain stem compression
HP:0002515	239	Waddling gait
HP:0002516	239	Increased intracranial pressure
HP:0002519	239	Hypnagogic hallucinations
HP:0002521	239	Hypsarrhythmia
HP:0002524	239	Cataplexy
HP:0002527	239	Falls
HP:0002528	112	Granulovacuolar degeneration
HP:0002529	239	Neuronal loss in central nervous system
HP:0002530	239	Axial dystonia
HP:0002542	239	Olivopontocerebellar atrophy
HP:0002544	239	Retrocollis
HP:0002546	46	Incomprehensible speech
HP:0002548	47	Parkinsonism with favorable response to dopaminergic medication
HP:0002549	239	Deficit in phonologic short-term memory
HP:0002552	123	Trichodysplasia
HP:0002555	51	Absent pubic hair
HP:0002557	66	Hypoplastic nipples
HP:0002558	96	Supernumerary nipple
HP:0002563	239	Constrictive pericarditis
HP:0002570	239	Steatorrhea
HP:0002571	239	Achalasia
HP:0002572	239	Episodic vomiting
HP:0002573	239	Hematochezia
HP:0002574	239	Episodic abdominal pain
HP:0002575	239	Tracheoesophageal fistula
HP:0002578	239	Gastroparesis
HP:0002580	239	Volvulus
HP:0002582	239	Atrophic gastritis
HP:0002587	148	Projectile vomiting
HP:0002588	239	Duodenal ulcer
HP:0002590	239	Paralytic ileus
HP:0002591	239	Polyphagia
HP:0002592	239	Gastric ulcer
HP:0002593	239	Intestinal lymphangiectasia
HP:0002594	239	Pancreatic hypoplasia
HP:0002604	239	Gastrointestinal telangiectasia
HP:0002608	239	Celiac disease
HP:0002612	239	Congenital hepatic fibrosis
HP:0002613	239	Biliary cirrhosis
HP:0002614	177	Hepatic periportal necrosis
HP:0002616	239	Aortic root aneurysm
HP:0002635	134	Type IV atherosclerotic lesion
HP:0002638	239	Superficial thrombophlebitis
HP:0002639	239	Budd-Chiari syndrome
HP:0002641	239	Peripheral thrombosis
HP:0002645	131	Wormian bones
HP:0002653	239	Bone pain
HP:0002654	239	Multiple epiphyseal dysplasia
HP:0002655	239	Spondyloepiphyseal dysplasia
HP:0002656	239	Epiphyseal dysplasia
HP:0002657	110	Spondylometaphyseal dysplasia
HP:0002661	239	Painless fractures due to injury
HP:0002667	239	Nephroblastoma
HP:0002669	239	Osteosarcoma
HP:0002676	83	Cloverleaf skull
HP:0002677	206	Small foramen magnum
HP:0002678	239	Skull asymmetry
HP:0002682	239	Broad skull
HP:0002684	239	Thickened calvaria
HP:0002688	48	Absent frontal sinuses
HP:0002690	221	Large sella turcica
HP:0002691	228	Platybasia
HP:0002697	77	Parietal foramina
HP:0002700	202	Large foramen magnum
HP:0002705	193	High, narrow palate
HP:0002714	64	Downturned corners of mouth
HP:0002724	239	Recurrent Aspergillus infections
HP:0002725	239	Systemic lupus erythematosus
HP:0002726	239	Recurrent Staphylococcus aureus infections
