id	name	def	depth	isLeaf	ic	ic_gene	ic_omim
HP:0200025	Mandibular pain	"""An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the mandible."" []"	3	True	7.398378195430609	7.398378195430609	8.33375100695358
HP:0030834	Shoulder pain	"""An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the shoulder."" [UToronto:chum]"	3	True	6.551080335043404	6.551080335043404	0.0
HP:0040264	Jaw pain	"""An unpleasant sensation characterized by physical discomfort (such as pricking, throbbing, or aching) localized to the jaw."" [HPO:probinson]"	3	True	7.803843303538772	7.803843303538772	9.026898187513526
HP:0030973	Postexertional symptom exacerbation	"""Post-exertional symptom exacerbation (PESE), also referred to as post-exertional malaise (PEM), is defined as the worsening of symptoms that can follow minimal cognitive, physical, emotional, or social activity, or activity that could previously be tolerated. Symptoms typically worsen 12 to 72 hours after activity and can last for days or even weeks, sometimes leading to a relapse."" [PMID:25695122, PMID:26904705, PMID:32105793, PMID:33071931]"	3	True	5.857933154483459	5.857933154483459	8.33375100695358
HP:0031061	Impaired toileting ability	"""This term applies to an individual who requires help transferring to the toilet, cleaning self or who uses bedpan or commode."" []"	3	True	7.803843303538772	7.803843303538772	8.33375100695358
HP:0031060	Impaired ability to dress oneself	"""This applies to an individual who needs help with dressing or needs to be completely dressed."" [PMID:10362969]"	3	True	7.110696122978827	7.110696122978827	0.0
HP:0033258	Sudden unexpected death in epilepsy	"""Sudden unexpected death in epilepsy (SUDEP) is a sudden, unexpected, witnessed or unwitnessed, non-traumatic and non-drowning death, occurring in benign circumstances, in an individual with epilepsy, with or without evidence for a seizure and excluding documented status epilepticus, in which postmortem examination has not revealed a cause of death."" [ORCID:0000-0002-1735-8178, ORCID:0000-0002-9588-2944, PMID:22191982]"	3	True	6.887552571664617	6.887552571664617	7.417460275079424
HP:0001645	Sudden cardiac death	"""The heart suddenly and unexpectedly stops beating resulting in death within a short time period (generally within 1 h of symptom onset)."" [HPO:probinson]"	3	True	3.8056426018695744	3.8056426018695744	4.916024323340213
HP:0012431	Episodic fatigue	"""Intermittent and recurrent bouts of a subjective feeling of tiredness characterized by a lack of energy and motivation."" [HPO:probinson]"	3	True	7.398378195430609	7.398378195430609	0.0
HP:0012432	Chronic fatigue	"""Subjective feeling of tiredness characterized by a lack of energy and motivation that persists for six months or longer."" [ORCID:0000-0001-5208-3432]"	3	True	5.361496268169568	5.361496268169568	6.9474566458336895
HP:0100658	Cellulitis	"""A bacterial infection and inflammation of the skin und subcutaneous tissues."" []"	3	True	4.690327994328398	4.690327994328398	5.982375749790102
HP:0006758	Malignant genitourinary tract tumor	"""The presence of a malignant neoplasm of the genital system."" [HPO:probinson]"	3	True	5.201153618094389	5.201153618094389	9.026898187513526
HP:0006778	Benign genitourinary tract neoplasm	"""A non-malignant neoplasm of the genitourinary system."" [HPO:probinson]"	3	True	7.803843303538772	7.803843303538772	9.026898187513526
HP:0100721	Mediastinal lymphadenopathy	"""Swelling of lymph nodes within the mediastinum, the central compartment of the thoracic cavities that contains the heart and the great vessels, the esophagus, and trachea and other structures including lymph nodes."" [HPO:probinson]"	3	True	5.129694654112244	5.129694654112244	6.9474566458336895
HP:0500018	Abnormal cardiac exercise stress test	"""Abnormal results of exercise on heart function."" []"	3	True	5.552551504932278	5.552551504932278	0.0
HP:0033992	Chronotropic incompetence	"""Inability of the heart to increase its rate commensurate with increased activity or demand."" [PMID:21382903]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0031972	Presyncope	"""Presyncope is a state of lightheadedness, muscular weakness, blurred vision, and feeling faint. Presyncope is most often cardiovascular in cause."" [ORCID:0000-0001-5835-5515]"	3	True	7.110696122978827	7.110696122978827	7.640603826393634
HP:0001681	Angina pectoris	"""Paroxysmal chest pain that occurs with exertion or stress and is related to myocardial ischemia."" [HPO:probinson]"	3	True	4.886072571454494	4.886072571454494	6.629002914715154
HP:0025455	Decreased CSF 5-hydroxyindolacetic acid concentration	"""5-HIAA (5-hydroxyindolacetic acid) concentration in the cerebrospinal fluid (CSF) is below the lower limit of normal."" [ORCID:0000-0003-0169-8159, PMID:27388694]"	3	True	7.803843303538772	7.803843303538772	0.0
HP:0410075	Increased level of xylitol in CSF	"""An increase in the level of xylitol in the cerebrospinal fluid."" [PMID:14988808]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0009709	Increased CSF interferon alpha	"""Increased concentration of interferon alpha in the cerebrospinal fluid (CSF)."" [HPO:curators]"	3	True	6.299765906762499	6.299765906762499	8.33375100695358
HP:0410056	Decreased CSF erythritol concentration	"""A decrease in the level of erythritol in the cerebrospinal fluid."" [PMID:14988808]"	3	True	8.496990484098719	8.496990484098719	0.0
HP:0033503	Elevated CSF fumarate concentration	"""An increased concentration of fumarate, an intermediate in the citric acid cycle, in the cebrebrospinal fluid."" [PMID:31290619]"	3	True	8.496990484098719	8.496990484098719	0.0
HP:0032274	Increased CSF N-acetylaspartic acid concentration	"""An abnormally increased concentration of N-acetylaspartic acid in the cerebrospinal fluid (CSF)."" [PMID:8412017]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0410058	Increased level of D-threitol in CSF	"""An increase in the level of D-threitol in the cerebrospinal fluid."" [PMID:14988808]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0410073	Increased level of ribose in CSF	"""An increase in the level of ribose in the cerebrospinal fluid."" [PMID:14988808]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0410071	Increased level of ribitol in CSF	"""An increase in the level of ribitol in the cerebral spinal fluid."" [PMID:14988808]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0012446	Decreased CSF 5-methyltetrahydrofolate concentration	"""A reduced concentration of 5-methyltetrahydrofolate(2-) in the cerebrospinal fluid (CSF). 5-methyltetrahydrofolate is the active folate metabolite."" [HPO:probinson]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0034283	Increased fecal protoporphyrin concentration	"""Abnormally high concentration of protoporphyrin (derivative of porphyrin with propionic acid groups) in feces."" [PMID:8852667]"	3	True	7.803843303538772	7.803843303538772	9.026898187513526
HP:0032484	Elevated fecal sodium	"""An elevated concentration of sodium in feces."" [PMID:26358773]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0034043	Increased fecal bile acid	"""Elevated amount of bile acids in the feces."" [PMID:9109432]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0034056	Increased fecal calprotectin level	"""An increased amount of calprotectin in the feces."" []"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0011985	Acholic stools	"""Clay colored stools lacking bile pigment."" [HPO:probinson]"	3	True	6.417548942418882	6.417548942418882	7.23513871828547
HP:0025457	Decreased CSF protein concentration	"""CSF total protein level is below the lower limit of normal."" [ORCID:0000-0003-0169-8159, PMID:27388694]"	3	True	8.496990484098719	8.496990484098719	0.0
HP:0002922	Increased CSF protein concentration	"""Increased concentration of protein in the cerebrospinal fluid."" [KI:phemming, PMID:29114301]"	3	True	4.436547473552299	4.436547473552299	0.0
HP:0003529	Parathormone-independent increased renal tubular calcium reabsorption	"""An increase in the reabsorption of calcium by the renal tubulus that is not associated with increased parathormone levels."" [HPO:probinson, PMID:23802516]"	3	True	7.803843303538772	7.803843303538772	8.33375100695358
HP:0003456	Low urinary cyclic AMP response to PTH administration		3	True	7.398378195430609	7.398378195430609	7.928285898845416
HP:0003565	Elevated erythrocyte sedimentation rate	"""An increased erythrocyte sedimentation rate (ESR). The ESR is a test that measures the distance that erythrocytes have fallen after one hour in a vertical column of anticoagulated blood under the influence of gravity. The ESR is a nonspecific finding. An elevation may indicate inflammation or may be caused by any condition that elevates fibrinogen."" [PMID:10524488]"	3	True	4.526698570546596	4.526698570546596	5.389312027787139
HP:0025022	Decreased erythrocyte sedimentation rate	"""A reduced erythrocyte sedimentation rate (ESR). The ESR is a test that measures the distance that erythrocytes have fallen after one hour in a vertical column of anticoagulated blood under the influence of gravity. The ESR is a nonspecific finding. A decreased ESR may be seen in polycythemia or in certain blood diseases in which red blood cells have an irregular or smaller shape that causes slower settling."" [PMID:10524488]"	3	True	8.496990484098719	8.496990484098719	0.0
HP:4000041	AA amyloidosis	"""Extracellular tissue deposition of fibrils that are composed of fragments of and/or intact serum amyloid A protein, a hepatic acute phase reactant."" [ORCID:0000-0003-3411-9598, PMID:29261990]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0011970	Cerebral amyloid angiopathy	"""Amyloid deposition in the walls of leptomeningeal and cortical arteries, arterioles, and less often capillaries and veins of the central nervous system."" [HPO:probinson, PMID:21519520]"	3	True	6.887552571664617	6.887552571664617	7.640603826393634
HP:0100292	Amyloidosis of peripheral nerves	"""The presence of amyloid deposition in the nerves of the peripheral nervous system."" [HPO:probinson]"	3	True	7.803843303538772	7.803843303538772	0.0
HP:0003216	Generalized amyloid deposition	"""A diffuse form of amyloidosis."" [HPO:probinson]"	3	True	6.705231014870663	6.705231014870663	7.928285898845416
HP:0012280	Hepatic amyloidosis	"""A form of amyloidosis that affects the liver."" [HPO:probinson]"	3	True	7.398378195430609	7.398378195430609	9.026898187513526
HP:0004337	Abnormality of amino acid metabolism	"""Abnormality of an amino acid metabolic process."" [HPO:probinson]"	3	True	6.417548942418882	6.417548942418882	0.0
HP:0033332	Elevated circulating amyloid A	"""An increased concentration of serum amyloid A in the blood circulation."" [PMID:30165816]"	3	True	7.803843303538772	7.803843303538772	8.33375100695358
HP:0031877	Elevated hepcidin level	"""An abnormally increased concentration of hepcidin in the blood circulation."" [HPO:probinson, PMID:16450011]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0011227	Elevated circulating C-reactive protein concentration	"""An abnormal elevation of the C-reactive protein level in the blood circulation."" [HPO:probinson, PMID:28722873]"	3	True	4.436547473552299	4.436547473552299	5.500537662897363
HP:0003281	Increased circulating ferritin concentration	"""Increased concentration of ferritin in the blood circulation."" [HPO:probinson]"	3	True	4.808111029984782	4.808111029984782	5.500537662897363
HP:0410069	Increased level of propylene glycol in blood	"""An increase in the level of propylene glycol in the blood."" [PMID:3426740]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0032530	Decreased succinic semialdehyde dehydrogenase level	"""Reduced level of succinic semialdehyde dehydrogenase (SSADH)."" [PMID:25485164]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0003258	Glyoxalase deficiency		3	True	8.496990484098719	8.496990484098719	8.33375100695358
HP:0034300	Decreased acid sphingomyelinase activity	"""Reduced enzyme of acid sphingomyelinase activity in the blood circulation."" []"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0034367	Decreased beta-mannosidase activity	"""Abnormally reduced activity of the enzyme beta-mannosidase, which is a lysosomal enzyme that catabolized oligosaccharides."" []"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0034322	Reduced galactocerebrosidase activity	"""Diminished enzyme activity of galactocerebrosidase."" [PMID:34015306]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0003353	Propionyl-CoA carboxylase deficiency	"""An abnormality of amino acid metabolism characterized by a decreased level of propionyl-CoA carboxylase."" [HPO:probinson]"	3	True	7.398378195430609	7.398378195430609	8.33375100695358
HP:0003533	Reduced acetaldehyde dehydrogenase level	"""Decreased level of acetaldehyde dehydrogenase (ALDH). ALDH and alcohol dehydrogenase (ADH) are the primary enzymes involved in alcohol metabolism."" [PMID:17718394]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0012380	Reduced carnitine O-palmitoyltransferase level	"""Reduced carnitine O-palmitoyltransferase level, leading to a reduced activity of the reaction: palmitoyl-CoA + L-carnitine = CoA + L-palmitoylcarnitine."" [HPO:probinson]"	3	True	8.496990484098719	8.496990484098719	0.0
HP:0002932	Aldehyde oxidase deficiency	"""A reduction in aldehyde oxidase level."" [HPO:probinson]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0034053	Decreased acid ceramidase activity		3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0040142	Reduced 5-oxoprolinase level	"""Decreased level of the reaction 5-oxo-L-proline + ATP + 2 H(2)O = L-glutamate + ADP + 2 H(+) + phosphate."" [PMID:6790862]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0003534	Reduced xanthine dehydrogenase level	"""An abnormal reduction in xanthine dehydrogenase level."" [HPO:probinson]"	3	True	7.803843303538772	7.803843303538772	8.33375100695358
HP:0012517	Reduced catalase level	"""An abnormally decreased amount of catalase level."" [HPO:probinson]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0003654	Reduced dihydropyrimidine dehydrogenase level	"""An abnormal reduction in dihydropyrimidine dehydrogenase (NADP+) level."" [HPO:gcarletti]"	3	True	7.803843303538772	7.803843303538772	8.33375100695358
HP:0031901	Elevated total serum tryptase	"""An abnormally elevated concentration of total tryptase (alpha and beta tryptase) in the blood circulation."" [PMID:16372800, PMID:19522836, PMID:25169217, PMID:27749843, PMID:3295549]"	3	True	6.705231014870663	6.705231014870663	0.0
HP:0003655	Reduced level of N-acetylglucosaminyltransferase II	"""An abnormality of glycoprotein metabolism related to a decreased level of alpha-1,6-mannosylglycoprotein 2-beta-N-acetylglucosaminyltransferase activity."" [HPO:gcarletti]"	3	True	7.398378195430609	7.398378195430609	8.33375100695358
HP:0025130	Decreased small intestinal mucosa lactase level	"""Lactase is produced in the small intestine in humans, Lactase is a member of the beta-galactosidase family of enzymes, and hydrolyzes D-lactose to form D-galactose and D-glucose, which can be absorbed by the small intestine. There are many ways of assessing lactase activity. In one test, an endoscopic biopsy from the postbulbar duodenum is incubated with lactose on a test plate, and a color reaction develops within 20 min as a result of hydrolyzed lactose (a positive result) in patients with normolactasia, whereas no reaction (a negative result) develops in patients with severe hypolactasia. Other, less direct, tests include the hydrogen breath test, and blood tests following lactose challenges."" []"	3	True	7.803843303538772	7.803843303538772	8.33375100695358
HP:0031205	Reduced lysosomal acid lipase activity	"""Reduction in the activity of lysosomal acid lipase (LAL) in the blood. Lysosomal lipase activity is measured. LAL hydrolyzes cholesteryl esters derived from cell internalization of plasma lipoproteins."" [PMID:22227072]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0003568	Decreased glucosephosphate isomerase level	"""A decreased level of glucose-6-phosphate isomerase."" [HPO:gcarletti]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0040175	Platelet-activating factor acetylhydrolase deficiency	"""Reduced level of platelet-activating factor acetylhydrolase."" []"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0003349	Low cholesterol esterification rate	"""A reduction in the rate of cholesterol esterification."" [HPO:probinson, PMID:3378364]"	3	True	7.803843303538772	7.803843303538772	8.33375100695358
HP:0003343	Reduced glutathione synthetase level	"""Reduced level of the enzyme glutathione synthetase, which catalyzes the last step in the synthesis of glutathione and a deficiency results in low levels of glutathione. Acidosis is due to reduced feedback inhibition of gamma-glutamyl cysteine synthetase in the gamma-glutamyl cycle, which ultimately leads to overproduction and accumulation of 5-oxoproline."" [PMID:17397529]"	3	True	8.496990484098719	8.496990484098719	8.33375100695358
HP:0003524	Decreased methionine synthase activity	"""A reduction in methionine synthase activity."" [HPO:probins]"	3	True	6.551080335043404	6.551080335043404	7.23513871828547
HP:0033978	Reduced beta-hexosaminidase activity	"""Diminished activity of the enzyme beta-hexosaminidase in the blood circulation."" [PMID:33407268]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0033597	Decreased mucosal sucrase-isomaltase activity	"""Reduced activity of the linked disaccharidase, sucrase-isomaltase, which is a glycoprotein localized to the brush border membrane of small intestinal villi."" [PMID:16329100]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0003656	Decreased beta-glucocerebrosidase level	"""Reduced level of the enzyme beta-glucosidase, an enzyme that catalyzes the hydrolysis of glucosylceramide into ceramide and glucose."" []"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0003643	Sulfite oxidase deficiency	"""Abnormally reduced sulfite oxidase level."" [HPO:probinson]"	3	True	7.398378195430609	7.398378195430609	7.928285898845416
HP:0100950	Decreased 3-hydroxyacyl-CoA dehydrogenase level		3	True	7.803843303538772	7.803843303538772	8.33375100695358
HP:0003570	Molybdenum cofactor deficiency	"""Absence of molybdenum cofactor(2-), a cofactor for enzymes including sulfite oxidase, xanthine oxidoreductase, and aldehyde oxidase."" [HPO:probinson]"	3	True	7.398378195430609	7.398378195430609	7.928285898845416
HP:0003267	Reduced orotidine 5-prime phosphate decarboxylase level	"""An abnormal decrease in orotidine 5'-phosphate decarboxylase level."" [HPO:gcarletti]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0003575	Increased intracellular sodium	"""An abnormally increased sodium concentration in the cytosol."" [HPO:gcarletti]"	3	True	7.803843303538772	7.803843303538772	9.026898187513526
HP:0003224	Increased cellular sensitivity to UV light		3	True	7.110696122978827	7.110696122978827	7.23513871828547
HP:0011133	Increased sensitivity to ionizing radiation	"""An abnormally increased sensitivity to the effects of ionizing radiation."" [HPO:probinson]"	3	True	5.857933154483459	5.857933154483459	7.928285898845416
HP:0032571	Increased oocyte death	"""An increase in death of oocytes, the female germ cell (egg cell), which can be observed clinically in the setting of in vitro fertilization."" [PMID:30918116]"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0031864	Bacteremia	"""Presence of viable bacteria in the blood."" []"	3	True	8.496990484098719	8.496990484098719	0.0
HP:0025321	Copper accumulation in liver	"""An anomalous build up of copper (Cu) in the liver."" []"	3	True	7.110696122978827	7.110696122978827	7.928285898845416
HP:0008167	Very long chain fatty acid accumulation		3	True	5.606618726202553	5.606618726202553	7.23513871828547
HP:0045061	Decreased carnitine level in liver		3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0007459	Generalized anhidrosis		3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0000970	Anhidrosis	"""Inability to sweat."" [HPO:probinson]"	3	True	5.0630032796135716	5.0630032796135716	5.768801649492043
HP:0025278	Cold-induced sweating	"""Sweating provoked by cold temperature rather than by heat."" []"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0001615	Hoarse cry		3	True	5.857933154483459	5.857933154483459	7.23513871828547
HP:0012049	Laryngeal dystonia	"""A form of focal dystonia that affects the vocal cords, associated with involuntary contractions of the vocal cords causing interruptions of speech and affecting the voice quality and often leading to patterned, repeated breaks in speech."" [HPO:probinson]"	3	True	5.9320411266371815	5.9320411266371815	6.724313094519479
HP:0007024	Pseudobulbar paralysis	"""Bilateral impairment of the function of the cranial nerves 9-12, which control musculature involved in eating, swallowing, and speech. Pseudobulbar paralysis is characterized clinically by dysarthria, dysphonia, and dysphagia with bifacial paralysis, and may be accompanied by Pseudobulbar behavioral symptoms such as enforced crying and laughing."" [HPO:sdoelken]"	3	True	5.405948030740402	5.405948030740402	6.724313094519479
HP:0005934	Imperfect vocal cord adduction		3	True	8.496990484098719	8.496990484098719	0.0
HP:0031435	Monotonic speech	"""A speech pattern characterized by abnormally reduced or lacking variability of the pitch of the voice."" []"	3	True	6.299765906762499	6.299765906762499	9.026898187513526
HP:0200046	Cat cry	"""The presence of a characteristic high-pitched cry that sounds similar to the meowing of a kitten."" [HPO:probinson]"	3	True	7.398378195430609	7.398378195430609	9.026898187513526
HP:0001612	Weak cry		3	True	4.5651648513743925	4.5651648513743925	5.5929109830283785
HP:0025431	Staccato cry	"""A type of cry that is abnormal because it is consists of unusually shortened and detached vocalizations."" []"	3	True	8.496990484098719	8.496990484098719	9.026898187513526
HP:0025430	High-pitched cry	"""A type of crying in an abnormally high-pitched voice."" []"	3	True	6.705231014870663	6.705231014870663	7.417460275079424
HP:0004392	Prune belly	"""A kind of congenital defect of the anterior abdominal wall in which the intestines are evident through the thin, lax, and protruding abdominal wall in affected infants."" [HPO:probinson]"	3	True	7.110696122978827	7.110696122978827	7.23513871828547
